cpu_utilization,memory_usage,disk_io,network_latency,process_count,thread_count,context_switches,cache_miss_rate,temperature,power_consumption,uptime,status,screen_brightness,cpu_frequency,power_saver_active
10.43,69.92,27.83,20.28,284,6532,32237,1.85,49.2,20.9,37.18,0,68.0,1309.4,0
15.08,68.23,5.55,13.03,88,1408,8727,5.66,51.39,20.26,6.76,0,49.7,1216.5,0
36.84,71.2,15.97,24.06,127,2921,17863,10.21,61.89,21.07,91.48,0,22.2,1583.9,1
55.33,65.48,28.37,10.56,140,2800,20349,10.79,59.8,38.58,382.23,0,52.6,2638.5,0
15.15,44.96,2.48,10.79,180,3420,19590,11.9,48.07,17.43,148.8,0,24.3,1266.3,0
34.79,54.37,0.71,4.7,291,4656,27253,10.81,58.77,23.69,7.33,0,42.2,1827.3,0
21.3,75.24,26.19,9.25,180,1980,13063,9.19,47.87,19.03,9.32,0,50.4,950.5,1
26.47,34.77,12.02,33.08,328,2952,20662,6.57,49.56,19.97,5.59,0,58.2,1793.8,0
19.15,38.08,26.38,60.43,271,2439,15717,10.22,52.29,19.85,281.32,0,88.3,1710.5,0
18.33,63.12,3.59,15.92,244,2196,14650,9.78,50.99,20.16,42.26,0,24.5,1793.0,0
39.79,53.65,26.81,9.06,287,5453,30449,10.83,59.8,22.8,57.85,0,24.2,1723.6,1
5.57,29.87,1.5,10.34,320,7040,33608,22.58,42.41,19.41,84.01,0,89.1,1144.6,0
28.35,65.48,32.21,11.84,342,2736,19860,12.8,52.5,22.09,30.16,0,80.5,1784.8,0
10.28,61.79,25.93,9.99,326,5542,27728,6.96,48.12,16.72,9.07,0,22.2,1242.5,1
30.85,94.52,12.57,19.58,94,1316,11104,8.56,62.09,23.39,15.79,0,86.8,1053.3,1
38.75,57.91,14.06,5.34,346,4498,27844,8.31,57.23,26.64,139.62,0,64.6,2181.3,0
40.2,86.8,6.37,12.42,286,3432,22385,10.81,60.5,25.94,118.7,0,33.2,1998.6,0
14.67,69.75,3.38,36.57,290,2900,17583,5.01,45.95,19.49,0.51,0,75.8,1287.6,1
8.01,26.77,9.12,22.81,321,5778,28621,7.2,40.6,18.85,84.82,0,75.7,811.8,0
1.69,55.46,16.07,41.59,280,5040,24403,6.18,44.83,19.69,65.26,0,82.3,1136.5,0
7.62,54.04,97.19,11.27,210,3780,17865,9.92,48.3,19.75,21.53,0,56.4,1064.2,1
60.1,53.66,25.49,8.3,86,860,10943,19.5,67.91,31.08,117.36,0,44.6,2132.0,1
44.75,42.04,8.55,14.75,181,3258,20658,21.95,62.29,31.65,121.0,0,81.0,2613.8,0
36.31,67.03,20.39,7.71,193,3667,21716,8.59,62.53,24.1,226.18,0,57.4,1950.6,1
3.92,49.84,1.72,8.95,220,1760,11720,8.41,42.15,14.51,181.08,0,66.9,1183.4,0
25.26,72.64,8.04,10.75,62,1240,8794,7.93,52.54,22.04,185.94,0,76.8,1216.2,1
14.25,70.43,8.3,25.44,163,3586,18359,8.36,47.57,18.74,48.38,0,47.9,1116.1,0
16.15,51.42,101.18,21.42,163,1304,9023,10.01,50.98,20.65,86.24,0,29.4,1355.1,1
32.57,45.9,7.44,16.59,329,6580,35270,10.56,57.51,24.19,114.47,0,54.6,1652.2,0
52.91,46.62,1.3,12.97,236,4012,25569,8.88,67.23,35.68,205.66,0,76.0,2554.2,0
54.29,55.4,1.04,35.16,115,2415,18579,11.68,63.26,34.16,62.61,0,55.0,2529.7,0
67.41,59.83,17.98,15.88,197,2955,22707,9.38,73.19,28.0,20.75,0,52.7,1447.7,1
20.0,48.28,5.12,7.03,314,4082,23277,7.52,53.12,19.55,364.47,0,71.2,1195.4,1
18.21,48.78,30.48,13.53,225,4950,25600,11.45,49.64,19.76,196.74,0,21.1,1743.5,0
33.63,59.28,9.89,6.93,215,4515,25286,6.89,57.57,25.11,8.33,0,73.6,1950.7,0
28.1,70.5,6.02,8.93,72,864,6636,17.91,52.05,22.15,9.67,0,24.4,1799.7,0
31.1,58.65,21.35,27.95,296,3256,21177,7.33,56.15,24.8,248.63,0,99.6,1814.3,0
12.58,54.58,8.11,14.68,314,4710,25302,4.18,46.12,16.88,77.25,0,20.5,1286.5,1
20.2,58.56,20.06,13.06,256,4352,23653,5.57,46.81,21.44,37.54,0,64.5,1008.1,1
30.89,28.06,18.78,14.31,234,5148,28005,10.19,51.53,21.76,193.64,0,90.1,1576.6,0
29.49,51.52,19.27,11.66,334,6012,33020,7.69,53.85,23.6,2.73,0,83.1,1868.1,0
39.77,36.15,29.19,3.44,285,5415,30789,7.51,54.38,21.96,49.95,0,73.2,1300.3,0
39.88,46.82,28.3,19.03,292,5548,32142,14.78,53.27,24.15,75.13,0,25.3,2051.7,0
10.6,41.28,16.39,18.26,166,2656,14830,11.1,44.68,16.94,0.59,0,58.2,1635.7,0
13.85,41.07,47.19,13.6,251,5773,28046,10.59,46.41,20.02,22.59,0,79.2,812.9,1
19.04,40.22,0.31,8.06,252,2016,14468,17.0,47.61,20.94,68.75,0,75.2,1634.4,0
28.91,89.88,39.98,35.51,173,1557,12200,20.11,63.1,23.05,0.74,0,72.7,1519.5,1
10.27,54.15,2.41,9.16,273,3003,17019,1.81,50.67,20.34,173.25,0,73.1,1593.7,0
11.11,73.07,3.57,7.57,299,3887,21785,5.12,51.59,19.49,152.24,0,85.5,1562.3,0
27.02,66.41,25.51,12.96,152,2584,15801,11.29,56.78,21.84,144.51,0,77.0,1003.1,1
18.2,65.33,7.67,18.65,164,1640,10900,13.31,51.02,20.58,0.1,0,35.5,1806.2,0
55.8,63.16,8.31,16.44,281,5901,34691,8.49,68.28,28.11,51.32,0,39.3,1686.5,0
8.05,86.29,4.54,17.2,223,4683,23668,4.27,47.09,19.2,139.07,0,33.5,1296.1,0
64.55,61.41,3.81,24.88,239,1912,18582,18.58,71.07,42.02,76.47,0,46.2,2799.0,0
13.26,28.29,1.68,14.55,329,6251,32528,9.87,45.51,16.89,7.19,0,69.2,1293.2,1
39.03,52.39,3.29,27.34,332,3320,22605,6.81,58.84,26.56,68.18,0,75.8,1948.5,0
64.41,39.31,12.55,16.48,87,1653,15528,9.57,64.84,34.95,73.71,0,39.1,2294.7,1
15.84,34.0,18.39,11.63,176,3168,17528,14.16,51.49,17.73,55.22,0,55.9,1668.7,0
35.75,61.47,20.14,9.37,198,2970,18888,7.56,60.53,25.9,207.68,0,43.6,2173.9,0
17.11,23.89,6.93,28.09,106,2120,12720,3.02,43.3,16.03,18.4,0,47.6,1511.0,0
31.81,56.63,38.26,18.11,305,5490,30086,13.12,52.91,23.68,65.63,0,55.8,1833.4,0
38.32,30.29,5.98,10.04,338,4056,25981,6.32,59.05,28.53,36.85,0,91.9,2328.4,0
36.84,52.37,1.77,9.41,268,2144,17390,6.5,59.27,20.3,39.51,0,41.5,1298.2,0
5.23,66.65,43.57,6.61,64,768,4693,6.53,41.78,21.6,6.16,0,98.3,962.5,0
13.68,45.2,11.67,33.81,154,2618,14357,8.22,44.15,19.99,37.01,0,48.1,1352.4,1
6.44,37.26,53.3,16.29,139,2085,10772,6.46,41.39,15.49,139.99,0,28.6,1088.3,1
23.58,49.89,7.5,29.5,135,2835,15879,12.88,53.19,20.36,1.48,0,57.2,1669.3,0
64.96,64.29,21.24,43.19,217,3906,25916,9.75,73.79,41.89,27.4,0,70.0,2715.2,0
57.82,59.55,1.75,37.58,263,4208,26148,9.32,61.93,32.92,208.82,0,28.3,2173.2,1
23.81,53.93,28.87,9.58,126,1638,12040,9.29,51.15,20.69,41.59,0,39.8,1527.2,0
12.11,42.45,2.81,69.76,240,2640,15498,5.42,48.92,16.52,43.95,0,39.4,1163.0,1
65.4,48.9,1.07,19.39,129,2322,18960,14.47,69.62,34.73,1.68,0,42.3,2332.0,1
62.77,65.35,1.54,6.1,109,1962,17864,10.82,71.77,34.23,59.06,0,25.6,2206.9,1
19.0,52.99,12.23,14.24,171,3420,18140,7.66,52.33,15.16,102.63,0,43.4,1205.9,0
12.02,58.63,5.18,13.07,330,3960,21835,14.16,51.28,18.66,29.47,0,41.2,1397.6,0
23.4,49.6,48.65,15.85,272,2720,17855,7.02,51.2,22.19,38.27,0,50.9,2064.9,0
8.38,38.05,28.73,14.67,243,3402,17939,17.78,48.97,17.93,29.49,0,99.1,1170.9,0
19.52,85.04,24.39,17.82,253,4554,23540,17.12,51.61,21.71,104.39,0,39.5,1698.1,0
4.79,66.76,24.88,8.04,297,5049,24916,8.07,47.29,20.97,49.61,0,66.0,1512.1,0
14.16,59.16,33.2,14.84,171,3933,19021,15.41,48.8,19.15,26.59,0,51.4,1367.8,0
19.36,52.53,30.06,9.5,254,2794,17924,9.58,50.41,18.95,14.02,0,68.4,1863.7,0
48.93,76.33,39.51,13.8,214,3638,23521,8.3,69.91,30.63,137.47,0,76.1,2240.8,0
28.0,43.05,40.85,11.08,146,3212,17508,10.14,51.6,23.87,22.36,0,82.1,1657.6,1
20.5,65.05,5.31,9.58,324,7128,35926,6.89,51.17,22.66,63.36,0,97.2,1570.8,1
18.03,55.57,3.72,19.28,95,1330,9436,7.6,50.16,18.12,28.39,0,50.6,1322.3,1
62.39,51.06,15.45,16.61,326,5542,34928,8.38,67.15,36.18,324.68,0,21.0,2658.2,0
13.2,50.84,1.97,15.82,328,3608,21459,23.29,49.69,18.72,32.36,0,67.4,915.5,0
2.95,74.59,3.56,9.4,136,1088,6501,9.19,46.1,17.06,39.54,0,24.8,1048.4,1
45.5,26.93,22.24,17.35,176,3344,21780,12.42,59.25,26.74,20.88,0,34.9,2252.3,0
21.96,79.98,15.72,12.0,65,1040,7658,8.18,49.05,21.2,91.97,0,81.3,1811.6,0
17.67,70.36,15.78,9.56,84,1512,9871,7.22,53.69,21.5,23.88,0,41.8,1837.0,0
15.9,55.56,45.13,22.35,271,5691,28552,7.57,50.64,19.7,207.69,0,54.5,1503.0,0
28.86,51.44,16.52,20.0,84,1428,10754,15.54,55.1,24.41,33.21,0,28.9,1992.5,0
42.99,54.84,8.45,2.01,288,5184,30080,12.15,63.46,24.11,4.36,0,39.2,1571.1,0
42.4,62.27,4.93,3.38,132,3036,19187,9.02,63.15,30.29,5.91,0,86.5,2368.7,0
34.7,73.52,6.2,31.29,167,3674,21243,9.58,56.8,24.03,137.26,0,30.9,1869.7,0
48.49,62.26,4.88,5.76,222,3108,21521,6.81,67.91,25.46,200.33,0,70.6,1448.3,0
12.85,59.17,0.53,5.55,115,1955,10801,8.22,44.84,20.61,123.41,0,73.9,1303.2,0
2.36,55.4,4.55,11.18,103,1545,8430,2.98,44.04,14.51,2.29,0,24.2,1345.1,0
52.44,27.35,27.06,14.28,65,780,10306,14.21,64.18,32.89,214.92,0,49.7,2593.6,0
20.21,30.1,19.54,9.11,260,2340,15363,2.92,49.42,19.44,102.97,0,53.3,1536.6,0
47.53,71.51,14.59,1.95,309,2781,21875,14.94,62.96,30.39,12.71,0,30.2,2324.0,0
7.33,62.09,34.87,13.37,180,3060,15627,12.05,48.69,17.59,2.29,0,37.1,1399.4,0
28.78,67.41,4.6,35.92,107,856,8684,19.87,54.4,19.42,93.26,0,34.3,1111.2,1
15.05,67.14,12.93,5.34,65,1300,7429,12.34,51.51,19.99,7.5,0,90.1,1036.7,0
26.9,64.2,0.48,32.76,96,1536,11287,5.42,52.27,23.78,49.26,0,97.5,1754.0,0
35.83,68.03,33.39,10.31,285,6555,34287,7.45,58.23,19.39,97.14,0,51.2,1182.4,1
39.57,42.17,8.91,35.53,291,4074,25630,12.3,56.53,22.13,90.16,0,52.8,1683.5,1
22.58,63.49,2.94,17.71,208,3952,21995,7.69,57.54,19.98,7.33,0,29.5,1479.9,0
11.76,61.79,4.1,8.78,293,3223,18750,8.03,47.98,22.42,61.11,0,98.1,1294.3,0
22.17,74.85,28.28,17.78,185,2220,13886,8.59,48.48,19.41,145.78,0,28.0,1410.0,0
55.79,10.0,1.73,26.76,111,2442,17525,10.87,67.55,29.05,67.47,0,31.5,2161.5,1
28.27,90.85,38.89,5.07,150,3450,19398,18.23,55.07,24.42,26.36,0,70.9,1581.6,0
5.47,67.71,7.01,13.01,126,1386,8444,2.77,44.01,16.93,227.36,0,31.4,800.0,1
18.97,58.84,4.34,22.67,276,2760,17224,7.1,50.58,20.86,10.54,0,70.7,1685.2,0
31.06,40.71,6.05,9.92,93,1488,10347,4.5,52.54,22.83,3.33,0,39.3,1971.0,0
52.37,50.63,7.89,5.53,238,3332,23767,18.32,65.06,35.27,6.79,0,73.8,2270.0,1
60.57,60.2,11.91,41.65,208,1872,17573,8.44,70.54,35.47,110.57,0,39.5,2478.8,0
39.28,80.06,13.26,4.12,187,3366,20608,18.36,63.61,29.23,68.9,0,83.3,2076.9,0
16.87,77.89,8.91,10.09,63,567,5159,6.14,54.49,21.4,2.39,0,49.2,1134.8,1
15.67,64.28,8.87,11.67,228,4332,23077,16.66,53.91,19.12,92.62,0,65.6,1603.1,0
25.92,65.96,5.04,42.79,288,4032,23680,5.48,54.12,20.25,38.35,0,96.3,977.5,0
27.17,57.98,7.26,3.21,108,2376,14365,10.66,57.08,19.14,63.02,0,91.1,1376.6,1
17.26,39.76,9.44,12.07,251,4016,22336,14.58,50.0,19.37,11.29,0,83.8,1602.3,0
6.67,43.26,13.65,8.31,242,2662,15093,18.75,47.83,15.91,23.54,0,51.9,1537.7,0
35.04,69.47,2.1,8.28,166,2158,15253,7.14,59.39,17.36,222.45,0,35.1,937.5,1
16.45,65.6,21.66,31.14,255,3315,19407,5.62,56.23,23.15,9.15,0,90.4,1850.6,0
36.98,45.75,17.12,6.8,243,3888,23609,5.9,51.61,29.08,91.58,0,80.2,2386.5,0
33.79,43.66,5.32,5.73,324,2916,20227,6.96,58.51,21.28,32.1,0,67.1,1500.4,1
50.69,64.7,9.22,6.01,211,3587,23992,17.97,65.86,34.9,29.21,0,59.1,2388.5,0
62.4,50.48,44.04,13.44,179,3759,25781,18.08,67.84,38.67,50.2,0,61.9,2651.9,0
8.47,43.15,0.31,12.0,88,792,5631,7.19,48.6,18.99,136.43,0,66.8,1619.8,0
11.71,60.13,25.02,10.37,66,792,5848,9.47,46.28,17.79,38.82,0,75.3,800.0,1
57.86,65.14,10.75,8.85,343,6517,38409,16.33,67.19,36.04,18.76,0,70.3,2443.9,0
43.61,38.46,14.47,28.58,102,2040,14059,11.34,59.21,31.69,83.94,0,95.9,2415.7,0
11.13,49.92,17.31,3.74,228,2280,13792,9.46,42.36,18.94,25.22,0,60.8,1638.9,0
59.34,65.97,9.13,25.18,88,1056,12599,17.18,71.23,42.18,24.58,0,76.4,2775.3,0
7.51,78.62,3.2,5.26,232,3248,17245,1.32,44.81,17.45,138.44,0,28.1,1429.2,0
9.46,59.38,36.05,23.21,332,5644,29240,7.66,49.1,20.06,50.78,0,76.5,800.0,1
22.45,47.36,20.22,19.81,154,1232,9745,8.7,49.77,18.68,89.1,0,30.5,1767.5,0
44.36,42.55,12.3,17.79,218,2398,18278,8.01,60.58,23.25,21.07,0,23.0,1967.7,0
19.28,54.97,8.93,11.54,128,1408,9310,12.16,51.06,20.86,38.54,0,76.3,1638.7,0
33.71,54.43,10.38,9.42,219,2409,17357,14.75,58.31,24.94,7.12,0,74.0,1971.0,0
4.21,22.62,26.02,13.65,128,1280,7162,5.77,44.17,16.06,77.5,0,55.5,1131.9,0
69.78,29.56,0.19,23.94,273,3003,25217,22.11,68.15,48.1,80.44,0,81.1,2989.2,0
17.46,20.74,30.07,10.06,110,1540,10648,16.85,46.6,17.32,29.83,0,45.2,1560.7,0
34.43,55.22,0.72,8.96,313,6573,35242,6.37,58.72,23.02,46.14,0,51.0,1990.6,0
29.18,70.79,14.35,11.87,91,910,8804,10.78,61.75,22.95,13.21,0,42.8,1823.1,0
28.49,68.67,6.08,10.42,279,4743,26439,20.59,56.67,22.95,23.51,0,22.5,1987.1,0
10.8,35.81,17.01,11.05,343,5488,28245,4.6,48.6,16.12,110.63,0,47.8,1484.1,0
4.66,41.25,1.34,32.9,204,3468,16826,5.3,47.09,21.08,64.33,0,97.3,1233.1,0
16.15,35.47,12.19,7.66,221,4420,22166,13.03,45.59,17.38,8.51,0,35.6,1514.7,0
36.56,56.33,28.99,25.97,247,3705,22416,7.64,57.45,24.79,2.07,0,59.8,2019.9,0
17.9,68.88,10.24,21.21,275,4125,23378,4.23,50.53,22.62,101.52,0,75.1,1895.7,0
42.51,72.06,1.32,5.13,253,4807,27958,15.87,63.79,23.55,79.59,0,21.1,1807.5,0
41.24,44.8,0.57,7.94,150,1800,14909,17.76,62.92,28.1,58.69,0,34.7,2237.6,0
5.96,56.66,14.56,11.82,324,3240,18535,17.11,41.91,17.92,33.31,0,54.6,1616.8,0
21.66,43.84,1.08,11.75,111,2553,14477,6.19,43.72,20.54,66.5,0,45.0,1589.7,1
33.41,55.35,1.11,8.85,223,2007,15256,8.68,56.71,26.17,153.03,0,48.3,2126.2,0
14.01,45.49,8.31,22.38,116,1276,8699,6.34,48.3,16.52,6.55,0,34.9,1045.4,0
50.28,46.61,3.53,13.76,70,1470,12965,23.97,62.62,32.28,62.52,0,88.2,2357.9,0
22.38,35.17,3.43,12.72,91,2093,12340,23.38,50.18,17.81,126.78,0,53.7,1817.3,0
7.39,10.0,9.84,26.51,278,5004,25378,17.82,40.19,15.63,234.06,0,61.9,1441.0,0
50.6,49.27,4.94,7.88,239,4063,25919,7.68,63.83,36.42,102.99,0,74.3,2595.4,0
31.35,60.08,3.71,8.62,184,1656,12871,8.86,54.89,26.79,194.58,0,95.6,2128.6,0
28.09,58.06,10.84,9.64,123,2214,13795,17.19,51.19,22.9,46.99,0,75.6,1937.6,0
24.15,32.55,5.16,5.27,342,5472,30203,12.19,51.14,22.27,63.83,0,93.3,1825.1,0
9.95,21.15,1.25,12.02,155,1395,7787,13.82,44.12,18.38,33.83,0,84.2,1593.5,0
16.48,53.8,17.22,17.72,168,1848,11204,4.8,48.92,20.55,81.58,0,76.0,1670.7,0
3.08,37.61,13.21,5.7,182,3640,18133,11.13,45.85,17.03,150.45,0,70.7,1051.4,0
31.86,48.24,3.58,6.49,310,4340,26190,4.2,53.46,26.68,55.19,0,72.3,2197.9,0
20.58,37.46,13.09,12.49,293,2930,18336,5.33,51.64,19.75,30.43,0,90.1,1035.2,0
11.51,31.66,46.71,14.96,283,2264,15065,4.65,46.19,16.82,24.65,0,68.5,1082.8,1
7.82,72.56,47.02,10.5,182,3094,16040,8.31,47.43,22.39,39.92,0,88.1,1424.4,0
12.56,61.9,11.39,9.63,235,4700,23620,10.12,47.98,22.08,26.05,0,94.3,1569.4,0
15.74,54.63,1.55,27.38,252,3276,18861,9.2,48.57,18.72,108.19,0,65.5,1024.1,0
16.63,68.33,9.19,8.59,176,1408,9999,4.98,45.13,17.58,85.38,0,37.7,1539.8,0
52.84,55.26,0.41,30.2,349,6282,36469,28.92,69.78,23.91,223.25,0,70.1,1028.9,1
17.34,49.32,8.05,8.69,316,2844,17824,14.45,47.9,20.98,10.78,0,96.9,1218.6,0
17.68,79.87,36.02,16.62,101,1313,9030,5.87,47.21,20.93,81.49,0,28.8,1771.7,0
44.46,80.85,9.45,8.56,205,1845,15821,6.1,59.05,34.03,73.72,0,90.6,2339.5,0
12.08,39.86,11.99,9.42,257,5654,27768,10.34,43.31,21.93,109.49,0,89.7,1606.1,0
70.04,59.09,2.58,8.33,193,4246,28321,10.7,70.02,39.39,13.7,0,27.5,2450.1,1
16.3,57.16,0.24,18.86,278,5838,29134,10.27,44.43,17.29,158.07,0,44.1,1205.3,1
32.75,67.94,75.27,32.39,226,4068,23382,9.87,57.2,23.59,114.2,0,88.8,1579.7,1
52.88,39.11,6.19,12.96,206,4120,25871,9.01,62.96,31.51,209.59,0,68.9,2238.5,1
30.04,74.14,4.91,6.5,225,2700,18342,6.58,57.8,24.23,5.82,0,47.3,1824.7,0
4.24,41.13,12.7,17.76,174,1914,10506,5.35,47.52,18.81,4.09,0,84.2,995.1,0
20.24,52.98,20.52,29.53,161,2415,14434,5.49,51.47,16.59,2.99,0,20.3,1729.9,0
34.85,37.95,4.34,20.55,335,7705,40219,12.2,51.54,22.96,192.95,0,35.0,1942.5,0
4.88,46.98,11.14,5.31,180,3960,19294,7.42,42.64,15.71,83.87,0,61.1,1328.0,0
4.85,39.48,6.07,8.45,125,2750,13278,8.4,46.61,16.54,4.51,0,59.6,1330.5,0
52.54,40.68,9.84,7.47,192,1728,15717,12.74,64.39,38.89,100.91,0,98.5,2716.3,0
28.14,66.58,2.64,12.62,340,6120,33091,6.19,53.43,22.31,188.24,0,43.0,2016.9,0
7.75,54.34,10.7,17.19,293,2637,16459,5.02,44.12,18.68,18.5,0,25.3,1630.0,0
16.31,84.91,0.73,23.78,112,2128,12368,11.58,54.94,20.1,204.37,0,46.9,1204.5,0
25.03,51.73,27.49,15.5,264,2904,17573,6.63,53.43,19.09,1.19,0,32.3,1034.0,1
31.75,43.21,14.82,30.23,128,1024,10139,4.36,55.91,22.83,14.48,0,79.4,1527.6,1
11.76,47.14,42.58,36.95,126,2142,12213,7.08,43.16,18.81,84.6,0,48.6,1558.3,0
34.86,52.68,13.73,28.82,294,2940,19959,9.48,56.01,23.87,59.67,0,81.3,1692.6,1
33.36,59.68,3.02,8.13,78,1170,10431,17.28,59.24,20.32,132.52,0,49.2,1211.1,0
23.92,48.99,9.93,18.51,126,2016,12648,13.24,54.43,18.32,112.62,0,48.1,1837.1,0
21.25,35.67,16.39,16.95,196,4116,22341,8.49,52.59,16.26,95.35,0,23.1,1188.6,0
19.78,69.01,7.03,37.96,319,3190,20323,11.07,51.43,19.24,0.43,0,43.5,1051.6,0
30.34,73.28,12.07,80.04,242,3388,20955,20.38,59.4,24.75,93.27,0,21.7,2094.7,0
17.18,48.61,2.66,9.73,310,3410,21055,12.85,49.26,18.5,7.3,0,39.4,1246.5,1
24.52,77.29,22.52,14.05,82,1804,11585,9.14,51.53,21.59,1.14,0,35.6,1755.9,0
19.27,47.43,36.04,13.32,319,6380,32763,13.74,47.95,16.24,6.65,0,36.1,1032.0,0
21.47,70.64,5.67,25.75,68,1496,9055,8.46,57.71,22.48,3.18,0,95.8,1831.8,0
34.28,40.75,23.65,11.67,101,2020,13287,7.0,56.36,18.21,1.86,0,20.8,1563.1,1
40.13,90.6,1.45,19.08,130,2340,17242,15.9,60.6,23.68,3.98,0,29.6,1623.5,0
25.54,28.62,4.25,12.9,80,800,6592,13.87,51.63,23.82,184.69,0,96.2,1946.2,0
70.03,38.5,9.29,5.1,171,2052,19201,13.3,70.32,46.08,103.75,0,26.6,2994.1,0
24.52,87.97,7.33,12.49,197,3152,18314,6.26,57.83,20.87,9.37,0,42.1,1826.7,0
19.16,29.33,14.5,14.38,69,1380,9165,14.97,44.82,23.72,23.0,0,90.8,1814.6,0
5.31,51.29,12.42,14.94,249,2739,15586,8.15,45.46,18.63,77.1,0,71.4,1132.0,1
19.33,47.07,1.37,23.76,252,3780,20942,4.41,52.68,21.0,122.62,0,81.5,885.0,0
31.13,55.47,2.12,9.98,159,1431,11880,8.28,59.44,20.98,116.0,0,53.3,1926.2,0
56.96,58.82,0.8,6.82,126,2268,16948,8.29,64.64,31.75,70.26,0,67.6,2099.9,1
27.14,51.42,45.74,30.19,71,1136,9631,13.65,52.88,23.39,126.49,0,67.4,1679.0,1
19.41,66.11,15.55,9.78,150,3150,17031,11.57,52.02,22.77,3.92,0,63.9,1585.2,0
24.53,76.18,29.03,14.46,268,5092,27882,9.51,53.93,21.95,32.76,0,48.4,1836.3,0
62.48,46.28,11.69,13.42,102,1734,15527,11.25,68.49,41.0,35.73,0,30.5,2865.4,0
41.45,28.19,3.23,5.17,149,1192,12288,15.21,63.34,25.24,254.73,0,80.0,2092.0,0
41.83,44.88,14.78,31.1,239,3585,22837,7.64,61.1,21.99,129.32,0,40.4,1490.6,0
22.05,59.5,10.56,15.46,290,4350,24619,6.26,52.29,24.04,32.38,0,86.5,1726.8,0
48.75,57.43,7.87,18.76,61,610,8903,4.99,62.45,21.83,21.42,0,42.6,1331.6,0
9.32,68.23,6.97,27.7,226,1808,11496,3.9,49.19,16.78,61.17,0,26.5,1190.7,1
50.71,82.95,15.75,11.98,113,1243,12917,6.07,61.57,36.73,22.28,0,46.4,2812.6,0
17.63,58.17,14.43,18.61,227,4540,23032,8.07,50.47,21.38,243.14,0,67.3,1672.1,0
25.45,48.9,2.47,14.46,282,2820,19478,4.23,52.35,22.9,84.55,0,87.4,1796.5,0
17.27,44.1,25.41,21.01,216,1944,12974,12.47,48.19,19.72,63.23,0,51.3,1267.1,1
37.04,52.2,15.16,10.48,131,1703,13263,20.39,63.5,21.54,7.58,0,28.8,1848.3,0
34.16,67.77,11.51,33.68,330,7260,38824,15.9,54.31,25.34,7.51,0,25.7,2062.6,0
37.77,45.94,20.73,6.62,85,850,9904,6.13,59.83,20.2,74.29,0,57.6,1163.4,0
8.26,63.95,2.5,29.95,159,3021,15695,9.24,47.2,20.48,12.95,0,77.4,1451.6,0
13.02,38.73,37.83,31.48,228,3192,17682,6.04,43.36,17.69,43.93,0,63.1,1547.8,0
28.23,54.72,4.73,15.81,307,2763,18620,5.62,57.41,22.93,20.14,0,27.5,2116.6,0
26.46,31.76,4.57,12.56,127,1397,11879,7.89,54.02,18.7,44.89,0,36.2,1586.3,1
32.84,46.49,25.3,29.8,312,4680,27692,11.23,57.92,16.63,12.69,0,20.1,1017.1,0
8.8,77.17,6.1,23.02,173,3979,18527,3.64,47.31,21.52,30.38,0,86.8,1533.6,0
8.26,58.91,26.64,7.94,220,2200,13387,1.83,48.4,15.08,43.06,0,26.8,1407.6,0
27.8,53.0,5.96,18.22,199,1592,12445,12.38,52.77,20.31,8.55,0,67.0,1679.1,0
70.54,59.06,12.0,11.27,262,4978,31435,11.26,74.77,47.13,31.17,0,49.8,2788.5,0
10.62,62.72,3.94,16.91,112,1344,8305,3.75,45.84,15.92,149.99,0,40.3,1347.4,1
7.25,59.87,19.72,18.75,296,4144,21511,19.82,45.82,18.85,66.43,0,89.4,1392.7,0
23.75,58.43,2.74,8.08,237,2844,17972,9.91,54.15,21.94,72.35,0,68.3,1737.9,0
49.77,40.04,34.45,5.61,89,1602,13203,10.2,59.59,26.72,1.43,0,50.0,1929.3,1
46.33,32.82,6.97,9.22,287,6601,36158,7.08,64.58,26.21,13.78,0,47.1,1942.7,0
21.88,65.9,9.57,27.63,307,3991,24121,4.77,55.33,18.51,133.4,0,47.1,1195.7,1
40.36,35.37,0.36,14.1,317,5389,31136,6.46,56.59,24.34,94.25,0,61.6,1655.0,1
10.84,60.48,55.81,28.05,138,1104,8211,1.64,49.71,22.08,124.45,0,81.6,1390.8,0
51.13,70.12,25.16,37.65,263,2367,19522,14.64,59.96,32.95,36.87,0,68.8,2411.5,0
17.79,39.54,8.89,14.15,269,5111,26119,13.01,45.96,19.03,63.33,0,93.0,1080.0,1
28.65,45.16,37.94,17.53,243,4374,23219,12.4,51.39,23.23,61.66,0,49.4,2040.1,0
28.51,52.7,40.12,21.67,220,1760,14041,7.72,50.85,23.47,109.67,0,79.1,1849.9,1
31.56,41.69,11.42,3.85,218,3924,22731,14.35,50.85,19.31,53.66,0,38.2,1555.5,0
11.07,41.46,4.0,8.88,338,3380,20349,14.42,47.13,19.36,13.17,0,95.5,1454.9,0
72.42,47.0,10.02,12.73,160,1600,17534,20.06,68.21,30.44,126.3,0,25.3,1957.1,0
13.63,43.44,5.89,25.18,314,5338,28673,3.98,48.31,16.42,0.72,0,40.4,1182.0,1
52.69,62.29,8.91,5.45,232,4408,27159,7.77,69.11,35.62,20.53,0,93.5,2494.7,0
37.54,56.17,36.35,20.53,168,1848,14576,8.32,62.28,23.48,54.66,0,93.6,1211.0,0
20.37,33.3,4.97,9.53,289,6358,32282,4.54,52.71,17.36,60.15,0,24.3,1607.2,0
